SMILES,-log10(LOAEL),Dataset
C#CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,0.49996946581612567,mazzatorta
ClCC(=O)N(c1c(C)cccc1C)Cn1cccn1,0.5041366495179556,swiss
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,0.5057897307706736,swiss
CNC(=O)Oc1cc(C)cc(c1C)C,0.5137821153320272,mazzatorta
NC1CC(N=C(C(=O)O)N)C(OC1OC1C(O)C(O)C(C(C1O)O)O)C,0.5145909236774223,swiss
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c1ccccc1,0.5178413045887236,swiss
Fc1ccc(c(c1)F)NC(=O)c1cccnc1Oc1cccc(c1)C(F)(F)F,0.5180846348916255,swiss
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(n1)OC,0.5209576284133699,mazzatorta
CN(C(=S)[S-])C.CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Fe+3],0.5227050622218726,swiss
CNC(=O)Oc1cccc2c1cccc2,0.5240819585605319,swiss
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(n1)OC(F)F,0.5244304978725236,mazzatorta
CNC(=O)Oc1cccc2c1cccc2,0.5255214895917043,mazzatorta
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,0.5294866078313349,mazzatorta and swiss
Cc1ccc(cc1)N(S(=O)(=O)N(C)C)SC(Cl)(Cl)F,0.5406527536056628,swiss
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,0.5446525636058117,mazzatorta
CCCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl,0.5520361697732551,mazzatorta and swiss
OC(=O)COc1ccc(cc1Cl)Cl,0.5520671344078197,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC,0.5521445556544645,swiss
CC(CC(c1sccc1NC(=O)c1cn(nc1C(F)(F)F)C)C)C,0.5555960442504486,swiss
CCSC(CC1CC(=O)C(=C(NOCC=CCl)CC)C(=O)C1)C,0.5561895988786021,mazzatorta
ClC=C(c1cc(Cl)c(cc1Cl)Cl)OP(=O)(OC)OC,0.5634398293782596,mazzatorta
OCC(CCl)O,0.5663901566762818,swiss
Nc1cnn(c(=O)c1Cl)c1ccccc1,0.5674957011389724,swiss
CC(Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F)C,0.5701024413128524,mazzatorta and swiss
Fc1ccc(cc1)Oc1ccnc2c1c(Cl)cc(c2)Cl,0.585645126657133,swiss
Cc1ccc(cc1)N(S(=O)(=O)N(C)C)SC(Cl)(Cl)F,0.5864152712755908,swiss
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.5921334169692242,swiss
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,0.5938005763366871,mazzatorta
[S]C(=S)NCCNC(=S)S[Mn],0.597669823868334,swiss
CC1OC(C)OC(OC(O1)C)C,0.6025814576486522,swiss
CCc1cc(C)cc(c1c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2)CC,0.6026162443427237,swiss
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,0.6046910839214119,mazzatorta
C=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,0.605530807652566,mazzatorta
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.6055658314011255,swiss
Fc1ccc2c(c1)n(c(c2Br)C)S(=O)(=O)c1ncn(n1)S(=O)(=O)N(C)C,0.6194450778457865,swiss
CCC(n1c(=O)[nH]c(c(c1=O)Br)C)C,0.6209484238156326,mazzatorta
CNC(=O)Oc1ccccc1OC(C)C,0.6216747904039281,mazzatorta
CCSC(CC1CC(=O)C(=C(NOCC=CCl)CC)C(=O)C1)C,0.6216929651431873,mazzatorta
Cl/C=C/CO/N=C(\C1=C(O)CC(CC1=O)CC(SCC)C)/CC,0.6216929651431873,swiss
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.6238064131157152,swiss
Clc1c(ccc(c1N)[N+](=O)[O-])Oc1ccccc1,0.6303018610501191,swiss
CCNC(=O)C(OC(=O)Nc1ccccc1)C,0.6330356796840821,swiss
CC(CC(c1sccc1NC(=O)c1cn(nc1C(F)(F)F)C)C)C,0.6365196444403993,swiss
O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O,0.6384421385594775,mazzatorta and swiss
CNC(=O)Oc1ccccc1OC(C)C,0.6394065864347511,swiss
Nc1cnn(c(=O)c1Cl)c1ccccc1,0.6466801557572905,swiss
Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,0.6485515770908835,mazzatorta
COCC(=O)N(c1c(C)cccc1C)C(C(=O)OC)C,0.6502369560120504,mazzatorta
CC(Nc1nc(NC(C)C)nc(n1)Cl)C,0.653607901682671,swiss
ClCC(=O)N(c1c(C)cccc1CC)COC(C)C,0.6536665888044787,swiss
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0.6595162253742823,mazzatorta
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C,0.6595558851598816,swiss
CC(Nc1nc(NC(C)C)nc(n1)Cl)C,0.66220142273775,mazzatorta
ClCC(=O)N(c1c(CC)cccc1CC)CNC(=O)C,0.6765828786495807,mazzatorta
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1CCC(F)(F)F,0.6781324193692118,swiss
CO/C=C(\c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)/C(=O)OC,0.6897954111019945,swiss
O=C(NS(=O)(=O)c1ccccc1C(=O)OC1COC1)Nc1nc(C)cc(n1)C,0.6898804626531899,mazzatorta
Cn1nc(c(c1)C(=O)Nc1ccccc1C1CC1C1CC1)C(F)F,0.6942188487450178,swiss
C=Cc1ccccc1,0.6954448498795582,mazzatorta
Nc1ccc(c(c1)N)O,0.6959836634792338,mazzatorta
c1scc(n1)c1nc2c([nH]1)cccc2,0.7016710119265048,mazzatorta and swiss
O=c1nc(N(C)C)n(c(=O)n1C1CCCCC1)C,0.7029620906206402,mazzatorta
OC(=O)C(Cl)(Cl)C,0.7054456011689532,mazzatorta
OC1CN(C(=O)N1c1nnc(s1)C(C)(C)C)C,0.7098095160296959,mazzatorta
CCCCCCC(c1cc(cc(c1OC(=O)/C=C\C)[N+](=O)[O-])[N+](=O)[O-])C,0.7103218791002677,swiss
N#CCNC(=O)c1cnccc1C(F)(F)F,0.7157046517694734,swiss
COP(=O)(NC(=O)C)SC,0.7187847673886838,mazzatorta
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1CCC(F)(F)F,0.7200594271604471,mazzatorta
O=N(=O)c1ccc(c(c1)N(=O)=O)C,0.7289022077868816,mazzatorta
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.7320074096344176,mazzatorta
CN1CN(C)CSC1=S,0.7331335587788191,mazzatorta
c1ccc(cc1)Nc1ccccc1,0.7370982373458622,mazzatorta
CC1=NNC(=O)N(C1)/N=C/c1cccnc1,0.742513420926119,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.7443416268287478,mazzatorta and swiss
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,0.7455486046549836,mazzatorta
CBr,0.7470014198431081,swiss
N#Cc1cc(C)c(c(c1)C(=O)NC)NC(=O)c1cc(nn1c1ncccc1Cl)Br,0.7471227074362395,swiss
Clc1ccc(cc1)CCC(C(C)(C)C)(Cn1cncn1)O,0.747924056200199,swiss
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c1ccccc1,0.7492385520203118,mazzatorta
CCCCCCCCCC[N+](CCCCCCCCCC)(C)C.[Cl-],0.7526160071097443,swiss
CCOCN(c1c(C)cccc1CC)C(=O)CCl,0.7542899704547085,swiss
CCCCCCCCc1cc(N(=O)=O)c(c(c1)N(=O)=O)OC(=O)C=CC,0.7554012986711326,mazzatorta
CCCCCCC(c1cc(cc(c1OC(=O)/C=C/C)[N+](=O)[O-])[N+](=O)[O-])C,0.7554012986711326,swiss
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,0.7562924133382095,swiss
CNC(=O)N(c1nnc(s1)C(C)(C)C)C,0.7564658981679381,mazzatorta
COC(=O)c1ccc(cc1C1=NC(C(=O)N1)(C)C(C)C)C,0.7609258617641064,mazzatorta
Clc1cc(Cl)c(cc1n1nc(n(c1=O)C(F)F)C)NS(=O)(=O)C,0.7618534935689649,mazzatorta and swiss
Cc1ccc(c2c1cccc2)C,0.7623808700538108,swiss
CCC(Nc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,0.7713430418910647,mazzatorta
O=C1N(c2cc(Cl)cc(c2)Cl)C(=O)C2(C1(C)C2)C,0.7722932179393288,swiss
CNc1cnn(c(=O)c1Cl)c1cccc(c1)C(F)(F)F,0.7727047496082895,mazzatorta
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,0.7731424297112764,mazzatorta
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,0.7786640204661717,mazzatorta
C#CC(NC(=O)c1cc(Cl)cc(c1)Cl)(C)C,0.780075086811172,swiss
Cc1cccc2c1n1cnnc1s2,0.7856330784033956,mazzatorta
CC(OC(=O)Nc1ccccc1)C,0.7909678031634652,swiss
CCOC(=O)CN(c1c(CC)cccc1CC)C(=O)CCl,0.794903952421516,mazzatorta
Cc1nc(Nc2ccccc2)nc(c1)C1CC1,0.8012879425395989,mazzatorta and swiss
COP(=S)(Oc1cc(Cl)c(cc1Cl)Cl)OC,0.8082696066371436,mazzatorta
OC(=O)C(Oc1ccc(cc1Cl)Cl)C,0.8088844776196935,swiss
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.8102570997584302,swiss
COC=C(c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)C(=O)OC,0.8115777853641719,mazzatorta
Clc1ccc(c(c1)Cl)C=C(C(C(C)(C)C)O)n1cncn1,0.8145428425980741,mazzatorta
CCNC(=O)NC(=O)C(=NOC)C#N,0.8156209193414036,mazzatorta
CCNC(=O)NC(=O)/C(=N\OC)/C#N,0.8156209193414036,swiss
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C,0.8166447297394875,mazzatorta
CON=C(c1ccc(cc1Cl)Cl)Cc1cccnc1,0.816844084565987,mazzatorta
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,0.8200175747074082,mazzatorta
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,0.8226655444942998,swiss
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,0.8244012204816238,swiss
c1scc(n1)c1nc2c([nH]1)cccc2,0.8266097485348047,mazzatorta
COC(CCCC(CC=CC(=CC(=O)OC(C)C)C)C)(C)C,0.829269030662141,mazzatorta
c1ccc(cc1)Nc1ccccc1,0.8305313021730596,mazzatorta and swiss
CON=C(c1ccccc1CON=C(c1cccc(c1)C(F)(F)F)C)C(=O)OC,0.8328895214033427,mazzatorta
CCOc1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,0.8340734503909036,swiss
CC(=O)O.CCCCCCCCCCCCNC(=N)N,0.835290336460121,swiss
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,0.8366596943817484,mazzatorta
Clc1ccccc1CC(C1(Cl)CC1)(Cn1nc[nH]c1=S)O,0.8379137597591453,swiss
ClC(=C)Cl,0.8404027320125915,mazzatorta
COc1nc(C)nc(n1)N(C(=O)NS(=O)(=O)c1ccccc1C(=O)O)C,0.8409745087750948,swiss
COC(=O)C(N(c1c(C)cccc1C)C(=O)Cc1ccccc1)C,0.8496734635012924,mazzatorta
CC(OC(=O)Nc1cccc(c1)Cl)C,0.8526019606523453,swiss
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,0.8527257000881574,mazzatorta
CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.8541512434094563,mazzatorta
CC(NC(=O)N1CC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)C,0.8559865342138013,mazzatorta
CC(C(c1cncnc1)(c1ccc(cc1)OC(F)(F)F)O)C,0.8600894441243174,swiss
CCC(Nc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,0.8617920673318369,swiss
Cc1cccc2c1n1cnnc1s2,0.8620448764676394,swiss
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,0.8622662052462875,swiss
CCCCCCCCc1cc(N(=O)=O)c(c(c1)N(=O)=O)OC(=O)C=CC,0.86261423566603,mazzatorta
ClC(Br)Br,0.8637869344869751,mazzatorta
ClC=C(c1cc(Cl)c(cc1Cl)Cl)OP(=O)(OC)OC,0.864453931664921,mazzatorta
O=C(Nc1cnns1)Nc1ccccc1,0.8657910070679165,mazzatorta
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,0.8658866701576757,mazzatorta
OC(C(C)(C)C)C(=Cc1ccc(cc1)Cl)n1ncnc1,0.8694411001359859,mazzatorta
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,0.8700524427193329,mazzatorta
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,0.870954940112042,mazzatorta
CCCN(C(=O)SCC)CCC,0.8792615944570572,mazzatorta
[O-][N+](=O)/N=C(\NC)/NCc1cnc(s1)Cl,0.8854890951511256,swiss
CC(N(c1c(cc(cc1N(=O)=O)S(=O)(=O)N)N(=O)=O)C(C)C)C,0.8863239881028999,mazzatorta
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,0.8887374863409347,swiss
ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,0.8935371162038789,swiss
O=C(C1=C(C)OCCS1)Nc1ccccc1,0.894489815230026,mazzatorta
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,0.9015293343493707,swiss
CN(C(=O)C(c1ccccc1)c1ccccc1)C,0.9018410165394664,mazzatorta
CO/C=C(\c1ccccc1COc1cccc(n1)C(F)(F)F)/C(=O)OC,0.9022916194183701,swiss
c1coc(c1)c1nc2c([nH]1)cccc2,0.9035418882825467,swiss
CNC(=O)Oc1cc(C)c(c(c1)C)SC,0.9056337016638656,swiss
CNC(=O)ON=C(SC)C,0.9090369234042683,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.9204208330298691,mazzatorta and swiss
CCCCc1c(=O)nc([nH]c1C)NCC,0.9228138459141033,mazzatorta
COc1cc(ccc1OC)C(=CC(=O)N1CCOCC1)c1ccc(cc1)Cl,0.9231048061339493,mazzatorta
CC(N(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)C(C)C)C,0.9233595563296582,mazzatorta
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,0.925329811075993,mazzatorta
CCNC(=O)NC(=O)/C(=N\OC)/C#N,0.9259885539910551,swiss
Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C,0.926061809364747,mazzatorta
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])Cc1c(F)cccc1Cl,0.926061809364747,mazzatorta
CNC(=O)O/N=C(\SC)/C,0.9267583523880014,swiss
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ncc(c1C)Cl)C,0.9308130748480904,swiss
CCNc1nc(NC(C)C)nc(n1)Cl,0.9358790941703782,mazzatorta
CBr,0.9360664758369617,swiss
O=C(c1cccc(c1C(=O)NC(CS(=O)(=O)C)(C)C)I)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,0.9364039667089409,swiss
N#Cc1c(N)nc(nc1N)NC1CC1,0.9368168120324242,mazzatorta
Oc1ccc(c(c1)C)C,0.9408153823686288,mazzatorta
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)[N+](=O)[O-])C(F)(F)F,0.9432475594325607,mazzatorta
COC(=O)c1c(nc(c(c1CC(C)C)C1=NCCS1)C(F)(F)F)C(F)F,0.9526861841846117,mazzatorta and swiss
CCOc1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,0.9562841419387937,mazzatorta
CCCN(CC1COC2(O1)CCC(CC2)C(C)(C)C)CC,0.9574638632778565,swiss
CCNc1nc(NC(C)C)nc(n1)Cl,0.9609032895585495,swiss
ClCC(=O)N(c1ccccc1)C(C)C,0.9639702693434566,mazzatorta
S=C1NCCNC(=S)S[Mn+2]S1,0.9643301653483193,swiss
CCOC(=O)C(OC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F)C,0.9654517529015312,mazzatorta
CCOC(=O)C(OC(=O)c1cc(ccc1N(=O)=O)Oc1cc(ccc1Cl)C(F)(F)F)C,0.9654517529015312,mazzatorta
CC(N(c1c(cc(cc1N(=O)=O)S(=O)(=O)N)N(=O)=O)C(C)C)C,0.9729767454112964,mazzatorta
[O-][N+](=O)c1cnc(n1C)C,0.9735075929471604,mazzatorta
COCc1c(F)c(F)c(c(c1F)F)COC(=O)C1C(C1(C)C)/C=C/C,0.9758017677931314,swiss
CC(c1nn(c(=O)n1N)C(=O)NC(C)(C)C)C,0.9794315651986374,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,0.9832172875131593,swiss
COc1ncc(c2n1nc(n2)NS(=O)(=O)c1c(cccc1C(F)(F)F)OCC(F)F)OC,0.9853114881276623,swiss
OC1CC2(O)CC(O)C(C(O2)(C)CC(C=CC=CC=CC=CCC(OC(=O)C=CC2C(C1)(C)O2)C)OC1(C)OC(C)C(C(C1O)N)O)C(=O)O,0.9925936484963287,mazzatorta
NC(=N)NCCCCCCCCCCCCOC(=O)C,0.9931062920520995,mazzatorta
COc1c(OC)cc(c(c1OC)C(=O)c1c(OC)ncc(c1C)Cl)C,1.0021507314318752,swiss
Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1,1.0057312516417067,mazzatorta
Nc1ccc(cc1)Cl,1.0088448353178519,mazzatorta
[O-][N+](=O)/N=C/1\NCCN1Cc1ccc(nc1)Cl,1.0114633380715627,swiss
Cc1nnc(c(=O)n1N)c1ccccc1,1.0157743222650168,swiss
OC(=O)COc1ccc(cc1C)Cl,1.0236179201622833,swiss
IC(=C(I)I)I,1.0266458178359923,mazzatorta
Clc1cc(Cl)cc(c1)C1(CO1)CC(Cl)(Cl)Cl,1.0286081692924771,mazzatorta
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.0293742233117054,mazzatorta and swiss
Clc1ccc(c(c1)Cl)NC(=O)C1(CC1)C(=O)O,1.031367642488918,swiss
COc1cc(ccc1OC)/C(=C/C(=O)N1CCOCC1)/c1ccc(cc1)Cl,1.0323677937959128,swiss
NC(=O)c1c(Cl)cccc1Cl,1.0332999123599014,swiss
Clc1ccc2c(c1)ncc(n2)Oc1ccc(cc1)OC(C(=O)OCC1CCCO1)C,1.0357262236334814,swiss
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,1.0360328271872385,swiss
CCC(=O)Nc1ccc(c(c1)Cl)Cl,1.0375833065542488,mazzatorta
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,1.037952834230746,mazzatorta
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,1.0444517465058447,mazzatorta
Nc1nc(NC2CC2)nc(n1)N,1.0444950477343224,mazzatorta
O=C1N(OCC1(C)C)Cc1ccccc1Cl,1.047226923919808,mazzatorta
COCC(=O)Nc1cc(ccc1NC(=NC(=O)OC)NC(=O)OC)Sc1ccccc1,1.0477404634091794,mazzatorta
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCC,1.0482837317576947,swiss
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,1.0502734235899835,mazzatorta
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(cc1C)C,1.050863812602303,mazzatorta
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,1.0565846338083325,swiss
COc1cc(ccc1OC)/C(=C/C(=O)N1CCOCC1)/c1ccc(cc1)Cl,1.0571935794041134,swiss
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC(=C)C,1.0603909026446057,swiss
CCCC(=C1C(=O)CC(CC1=O)C1CCCSC1)NOCC,1.0653500770992892,mazzatorta
CCO/N=C(\C1=C(O)CC(CC1=O)C1CCCSC1)/CCC,1.0653500770992892,swiss
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,1.070034717984175,mazzatorta
OC(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,1.0730045445647032,mazzatorta
ClC(SN1C(=O)c2c(C1=O)cccc2)(Cl)Cl,1.0741672736326,swiss
CCCN(c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-])CCC,1.0760827768868946,mazzatorta
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC,1.0792351019025128,swiss
COC(=O)Nc1cccc(c1)OC(=O)Nc1cccc(c1)C,1.0796261914480385,mazzatorta
ClCCP(=O)(O)O,1.0806708219654175,mazzatorta
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,1.0823684740575847,swiss
Clc1cc(cnc1CNC(=O)c1c(Cl)cccc1Cl)C(F)(F)F,1.0855457707987952,swiss
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,1.086355661467734,swiss
NC(=N)NCCCCCCCCNC(=N)N,1.0914077611524307,swiss
C=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,1.0914292030286552,mazzatorta
CC(c1cc(ccc1O)C(c1ccc(c(c1)C(C)C)O)(C)C)C,1.0968340181230818,mazzatorta
CCSC(=O)N1CCCCCC1,1.1019882612024983,mazzatorta
N#C/N=C(/N(Cc1ccc(nc1)Cl)C)\C,1.1046327112266383,swiss
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,1.1096404686828705,mazzatorta
CNC(=O)Oc1cccc2c1cccc2,1.1105470212498103,mazzatorta
Clc1ccc(cc1)CN(C(=O)Nc1ccccc1)C1CCCC1,1.1190378586994414,mazzatorta
Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1,1.1196724036355312,mazzatorta
Cn1nc(c(c1)C(=O)Nc1cccc2c1C1CCC2C1=C(Cl)Cl)C(F)F,1.1201303088977508,swiss
CCCSc1ccc2c(c1)[nH]c(n2)NC(=O)OC,1.1227611514363303,mazzatorta
ClCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(n1)OC,1.1269178314119968,swiss
OC(C(C)(C)C)C(n1cncn1)Oc1ccc(cc1)c1ccccc1,1.130222820427892,mazzatorta and swiss
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,1.1310207139253916,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(c(c1)Cl)OC(C(OC(F)(F)F)F)(F)F,1.1362846674663016,mazzatorta
CCCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl,1.13636788955756,mazzatorta
CO/N=C(\c1ccccc1CO/N=C(/c1cccc(c1)C(F)(F)F)\C)/C(=O)OC,1.138298355243177,swiss
CCN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,1.1405974821668619,mazzatorta
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,1.1432529892239978,swiss
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,1.1443173332617613,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)(C)C,1.1454085716982032,mazzatorta
CO/N=C(/c1ccccc1COc1cc(C)ccc1C)\C(=O)NC,1.1520080543334354,swiss
CSc1nnc(c(=O)n1N)C(C)(C)C,1.1549081642369436,mazzatorta
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1Cl,1.155665748672126,mazzatorta
CCO/N=C(/C1=C(O)CC(CC1=O)c1c(C)cc(cc1C)C)\CC,1.1560388165278184,swiss
CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,1.1607797146866263,mazzatorta
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,1.16083631708535,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1F)Cl)F,1.1660755529404674,mazzatorta
CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,1.1692125122974353,swiss
CSc1nnc(c(=O)n1N)C(C)(C)C,1.1726371897097654,swiss
