InChI,nAtomP,nB,nAtomLC,naAromAtom,nAromBond,ALogP,nRotB,MLogP,XLogP,LipinskiFailures,ALogp2,AMR,nAtomLAC,nHBDon,nAtom
"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",13.0,23.0,7.0,6.0,6.0,0.567900002002716,8.0,1.78999996185303,4.84499979019165,0.0,0.322510421276093,42.1492004394531,3.0,0.0,39.0
"InChI=1S/C13H17N3O4S/c1-10-12(14(2)9-21(18,19)20)13(17)16(15(10)3)11-7-5-4-6-8-11/h4-8H,9H2,1-3H3,(H,18,19,20)",10.0,22.0,7.0,6.0,6.0,-1.09599995613098,4.0,2.00999999046326,0.335999995470047,0.0,1.20121598243713,52.4035987854004,0.0,,40.0
"InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)",7.0,19.0,7.0,6.0,6.0,0.463800013065338,8.0,2.23000001907349,0.514999985694885,0.0,0.215110436081886,52.6076011657715,3.0,2.0,37.0
"InChI=1S/C13H19NO4S/c1-3-9-14(10-4-2)19(17,18)12-7-5-11(6-8-12)13(15)16/h5-8H,3-4,9-10H2,1-2H3,(H,15,16)",13.0,19.0,10.0,6.0,6.0,-1.62650001049042,7.0,2.23000001907349,2.30800008773804,0.0,2.64550232887268,45.4058990478516,3.0,1.0,38.0
"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",6.0,19.0,4.0,12.0,12.0,2.6538999080658,3.0,2.55999994277954,6.36700010299683,1.0,7.04318523406982,30.1860008239746,2.0,0.0,28.0
"InChI=1S/C14H13N3O3/c1-20-13-8-10(2-3-12(13)18)9-16-17-14(19)11-4-6-15-7-5-11/h2-9,16H,1H3,(H,17,19)",19.0,21.0,5.0,6.0,6.0,-1.23749995231628,5.0,2.33999991416931,1.24699997901917,0.0,1.5314062833786,51.63330078125,0.0,,33.0
"InChI=1S/C14H14ClN3O2S/c1-8-4-3-5-10(9(8)2)16-12-6-11(15)17-14(18-12)21-7-13(19)20/h3-6H,7H2,1-2H3,(H,19,20)(H,16,17,18)",9.0,22.0,5.0,6.0,6.0,1.95510005950928,4.0,2.23000001907349,2.97399997711182,0.0,3.82241606712341,59.7943992614746,2.0,3.0,39.0
"InChI=1S/C14H14N2/c1-2-16-13-6-4-3-5-11(13)12-9-10(15)7-8-14(12)16/h3-9H,2,15H2,1H3",14.0,18.0,2.0,12.0,15.0,-0.38400000333786,1.0,2.77999997138977,3.49900007247925,0.0,0.147456005215645,17.1105995178223,2.0,,30.0
"InChI=1S/C14H16N2/c1-9-7-11(3-5-13(9)15)12-4-6-14(16)10(2)8-12/h3-8H,15-16H2,1-2H3",14.0,17.0,0.0,12.0,12.0,-0.215800002217293,1.0,2.77999997138977,3.34599995613098,0.0,0.0465696416795254,19.4484004974365,0.0,,32.0
"InChI=1S/C14H16N2O2/c1-17-13-7-9(3-5-11(13)15)10-4-6-12(16)14(8-10)18-2/h3-8H,15-16H2,1-2H3",16.0,19.0,2.0,12.0,12.0,-1.60339999198914,3.0,2.55999994277954,1.81200003623962,0.0,2.57089161872864,23.0757999420166,0.0,2.0,34.0
"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",7.0,19.0,7.0,6.0,6.0,1.11759996414185,9.0,2.45000004768372,4.29199981689453,0.0,1.24902975559235,52.5234985351562,4.0,1.0,38.0
"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",6.0,18.0,5.0,6.0,6.0,-1.45669996738434,4.0,2.67000007629395,4.21500015258789,0.0,2.12197494506836,35.7549018859863,2.0,1.0,36.0
"InChI=1S/C14H7Br2NO2/c15-8-5-9(16)12(17)11-10(8)13(18)6-3-1-2-4-7(6)14(11)19/h1-5H,17H2",17.0,21.0,0.0,12.0,12.0,0.500100016593933,0.0,2.45000004768372,3.49000000953674,0.0,0.250100016593933,32.1123008728027,0.0,1.0,26.0
"InChI=1S/C14H7ClF3NO5/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21/h1-6H,(H,20,21)",19.0,25.0,3.0,12.0,12.0,1.40190005302429,5.0,1.89999997615814,5.01800012588501,1.0,1.96532356739044,23.7744007110596,0.0,1.0,31.0
"InChI=1S/C14H8O4/c15-9-5-1-3-7-11(9)14(18)12-8(13(7)17)4-2-6-10(12)16/h1-6,15-16H",18.0,20.0,0.0,12.0,12.0,-1.4481999874115,0.0,2.55999994277954,1.30400002002716,0.0,2.09728312492371,15.8212003707886,0.0,2.0,26.0
"InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",6.0,20.0,5.0,12.0,12.0,3.14249992370605,3.0,2.45000004768372,7.01999998092651,1.0,9.87530612945557,35.7430992126465,2.0,0.0,28.0
"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H",6.0,21.0,6.0,12.0,12.0,2.43160009384155,3.0,2.33999991416931,6.1100001335144,1.0,5.91267871856689,37.0377998352051,2.0,1.0,29.0
"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",17.0,19.0,0.0,12.0,12.0,-1.2775000333786,0.0,2.67000007629395,2.62199997901917,0.0,1.63200628757477,14.9140996932983,0.0,1.0,26.0
"InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)",17.0,22.0,0.0,12.0,12.0,0.234400004148483,1.0,2.55999994277954,4.36499977111816,0.0,0.054943360388279,26.4554996490479,0.0,2.0,31.0
"InChI=1S/C15H11NO2/c1-8-6-7-11-12(13(8)16)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,16H2,1H3",17.0,20.0,0.0,12.0,12.0,-0.635500013828278,0.0,2.77999997138977,2.73399996757507,0.0,0.403860241174698,20.4162006378174,0.0,1.0,29.0
"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",6.0,21.0,0.0,12.0,12.0,-0.575900018215179,2.0,2.67000007629395,4.85400009155273,0.0,0.331660807132721,19.0569000244141,0.0,2.0,31.0
"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",15.0,19.0,4.0,12.0,12.0,0.384499996900558,1.0,2.89000010490417,5.80700016021729,1.0,0.147840246558189,18.5018005371094,2.0,1.0,30.0
"InChI=1S/C15H13NO2/c1-10(17)16(18)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,18H,8H2,1H3",16.0,20.0,5.0,12.0,12.0,-0.629000008106232,2.0,2.77999997138977,4.67600011825562,0.0,0.395640999078751,20.0314998626709,2.0,1.0,31.0
"InChI=1S/C15H15N3O2/c1-10-3-8-15(20)14(9-10)18-17-13-6-4-12(5-7-13)16-11(2)19/h3-9,17H,1-2H3,(H,16,19)",18.0,21.0,4.0,6.0,6.0,0.307099997997284,3.0,2.55999994277954,3.38599991798401,0.0,0.0943104103207588,53.9188995361328,2.0,,35.0
"InChI=1S/C15H16N4O/c1-3-19-15-13(10(2)18-19)17-12(20)9-16-14(15)11-7-5-4-6-8-11/h4-8H,3,9H2,1-2H3,(H,17,20)",8.0,22.0,2.0,6.0,11.0,0.416399985551834,2.0,2.55999994277954,2.91000008583069,0.0,0.173388957977295,38.2625007629395,2.0,2.0,36.0
"InChI=1S/C15H23ClO4S/c1-12(20-21(17)19-10-9-16)11-18-14-7-5-13(6-8-14)15(2,3)4/h5-8,12H,9-11H2,1-4H3",7.0,21.0,11.0,6.0,6.0,1.7257000207901,9.0,2.45000004768372,3.91400003433228,0.0,2.97804045677185,61.6603012084961,3.0,0.0,44.0
"InChI=1S/C15H24O/c1-10-8-11(14(2,3)4)13(16)12(9-10)15(5,6)7/h8-9,16H,1-7H3",7.0,16.0,3.0,6.0,6.0,3.29410004615784,2.0,3.0,5.95699977874756,1.0,10.851095199585,46.3203010559082,0.0,1.0,40.0
"InChI=1S/C15H9NO4/c1-8-6-7-11-12(13(8)16(19)20)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,1H3",19.0,22.0,2.0,12.0,12.0,0.0678000003099442,1.0,2.55999994277954,3.65100002288818,0.0,0.00459684012457728,19.0799007415771,0.0,0.0,29.0
"InChI=1S/C16H11N3O6/c1-18-8-12(16(21)22)14(20)11-6-3-9(17-15(11)18)2-4-10-5-7-13(25-10)19(23)24/h2-8H,1H3,(H,21,22)",19.0,27.0,3.0,11.0,11.0,-0.254099994897842,4.0,2.23000001907349,2.17000007629395,0.0,0.0645668134093285,44.3172988891602,2.0,,38.0
"InChI=1S/C16H12N2O2/c19-15-13-7-3-1-5-11(13)9-17-16(20)14-8-4-2-6-12(14)10-18(15)17/h1-8H,9-10H2",18.0,23.0,0.0,12.0,12.0,-1.24639999866486,0.0,2.77999997138977,3.40400004386902,0.0,1.55351293087006,24.3073997497559,0.0,0.0,32.0
"InChI=1S/C16H14Cl2O3/c1-2-21-15(19)16(20,11-3-7-13(17)8-4-11)12-5-9-14(18)10-6-12/h3-10,20H,2H2,1H3",6.0,22.0,7.0,12.0,12.0,1.00499999523163,5.0,2.67000007629395,4.15899991989136,0.0,1.01002502441406,32.3810005187988,2.0,1.0,35.0
"InChI=1S/C16H15NO2/c17-15-11-5-4-10-14(15)16(18)19-12-6-9-13-7-2-1-3-8-13/h1-11H,12,17H2",10.0,20.0,6.0,12.0,12.0,-0.361600011587143,5.0,2.89000010490417,6.27099990844727,1.0,0.130754560232162,25.5445995330811,3.0,1.0,34.0
"InChI=1S/C16H17NO2/c1-18-15-9-10-16(19-2)13(11-15)6-3-12-4-7-14(17)8-5-12/h3-11H,17H2,1-2H3",17.0,20.0,2.0,12.0,12.0,-0.385699987411499,4.0,2.89000010490417,4.19600009918213,0.0,0.148764491081238,29.1723003387451,2.0,1.0,36.0
"InChI=1S/C16H19ClN4O2S/c1-10-4-3-5-12(11(10)2)19-14-8-13(17)20-16(21-14)24-9-15(23)18-6-7-22/h3-5,8,22H,6-7,9H2,1-2H3,(H,18,23)(H,19,20,21)",9.0,25.0,8.0,6.0,6.0,1.45200002193451,6.0,2.33999991416931,2.47300004959106,0.0,2.10830402374268,72.8536987304688,2.0,4.0,47.0
"InChI=1S/C16H22N4O3/c1-3-6-13-14(9-8-12(11(2)21)16(13)22)23-10-5-4-7-15-17-19-20-18-15/h8-9,22H,3-7,10H2,1-2H3,(H,17,18,19,20)",10.0,24.0,5.0,6.0,11.0,-1.89499998092651,9.0,2.45000004768372,3.54399991035461,0.0,3.59102511405945,42.0768013000488,4.0,5.0,44.0
"InChI=1S/C17H13N3O3/c1-11-6-8-14(15(10-11)20(22)23)18-19-17-13-5-3-2-4-12(13)7-9-16(17)21/h2-10,18H,1H3",22.0,25.0,2.0,12.0,12.0,0.166700005531311,3.0,2.67000007629395,6.9210000038147,1.0,0.0277888905256987,33.880500793457,0.0,,36.0
"InChI=1S/C17H17ClO3/c1-17(2,16(19)20)21-11-12-3-5-13(6-4-12)14-7-9-15(18)10-8-14/h3-10H,11H2,1-2H3,(H,19,20)",12.0,22.0,8.0,12.0,12.0,0.956099987030029,5.0,2.89000010490417,5.21700000762939,1.0,0.914127230644226,32.9342002868652,3.0,1.0,38.0
"InChI=1S/C17H17ClO3/c1-17(2,16(19)20-3)21-15-10-6-13(7-11-15)12-4-8-14(18)9-5-12/h4-11H,1-3H3",13.0,22.0,8.0,12.0,12.0,1.19550001621246,5.0,2.89000010490417,5.1729998588562,1.0,1.42922019958496,32.9911003112793,3.0,0.0,38.0
"InChI=1S/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",16.0,21.0,3.0,12.0,12.0,0.171800002455711,4.0,3.0,3.60899996757507,0.0,0.0295152403414249,33.9287986755371,0.0,0.0,40.0
"InChI=1S/C17H21N3/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4/h5-12,18H,1-4H3",16.0,21.0,3.0,12.0,12.0,0.330000013113022,4.0,3.0,4.0149998664856,0.0,0.108900003135204,35.1859016418457,0.0,,41.0
"InChI=1S/C17H22N2/c1-18(2)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(3)4/h5-12H,13H2,1-4H3",7.0,20.0,3.0,12.0,12.0,0.891799986362457,4.0,3.10999989509583,4.94899988174438,0.0,0.795307219028473,33.1837997436523,0.0,0.0,41.0
"InChI=1S/C17H22N2O/c1-17(20-14-13-19(2)3,15-9-5-4-6-10-15)16-11-7-8-12-18-16/h4-12H,13-14H2,1-3H3",6.0,21.0,8.0,12.0,12.0,0.241500005125999,6.0,3.0,4.49900007247925,0.0,0.0583222508430481,33.3703994750977,2.0,0.0,42.0
"InChI=1S/C18H12O6/c1-21-11-7-12-13(8-5-6-22-18(8)24-12)17-15(11)16(20)14-9(19)3-2-4-10(14)23-17/h2-8,18-19H,1H3",18.0,28.0,2.0,12.0,12.0,-1.46529996395111,1.0,2.77999997138977,1.72200000286102,0.0,2.14710402488708,35.6242980957031,0.0,1.0,36.0
"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,20H,(H,19,22)(H,24,25)",28.0,30.0,4.0,12.0,12.0,-1.54620003700256,6.0,2.33999991416931,3.03299999237061,0.0,2.39073443412781,52.8017997741699,0.0,,42.0
"InChI=1S/C18H16N2O7S2/c1-10-3-6-15(11(2)7-10)19-20-17-14-9-13(28(22,23)24)5-4-12(14)8-16(18(17)21)29(25,26)27/h3-9,19H,1-2H3,(H,22,23,24)(H,25,26,27)",27.0,31.0,3.0,12.0,12.0,-0.567799985408783,4.0,2.23000001907349,2.6340000629425,0.0,0.322396844625473,57.7383995056152,0.0,,45.0
"InChI=1S/C18H20O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,19-20H,3-4H2,1-2H3",16.0,21.0,6.0,12.0,12.0,-0.230199992656708,4.0,3.22000002861023,5.66200017929077,1.0,0.0529920384287834,33.7085990905762,6.0,2.0,40.0
"InChI=1S/C18H22ClNO/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17/h2-11,16H,12-15H2,1H3",7.0,22.0,9.0,12.0,12.0,0.650699973106384,8.0,3.10999989509583,6.54899978637695,1.0,0.423410475254059,38.2780990600586,3.0,0.0,43.0
"InChI=1S/C18H22O5/c1-12-6-5-8-13(19)7-3-2-4-9-15-16(18(22)23-12)10-14(20)11-17(15)21/h4,9-12,20-21H,2-3,5-8H2,1H3",13.0,24.0,0.0,6.0,6.0,-1.34560000896454,0.0,2.89000010490417,2.42199993133545,0.0,1.81063938140869,58.6670989990234,0.0,,45.0
"InChI=1S/C18H23NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3",5.0,27.0,2.0,0.0,0.0,0.235100001096725,1.0,2.67000007629395,0.137999996542931,0.0,0.0552720092236996,88.9273986816406,2.0,2.0,48.0
"InChI=1S/C18H27NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)",8.0,22.0,13.0,6.0,6.0,-0.0511999987065792,9.0,3.0,4.65100002288818,0.0,0.00262143998406827,62.2928009033203,9.0,2.0,49.0
"InChI=1S/C18H28O3S/c1-3-4-5-6-7-8-11-22(19)15(2)12-16-9-10-17-18(13-16)21-14-20-17/h9-10,13,15H,3-8,11-12,14H2,1-2H3",8.0,23.0,13.0,6.0,6.0,-2.42569994926453,10.0,3.0,4.74700021743774,0.0,5.88402032852173,58.8797988891602,8.0,0.0,50.0
"InChI=1S/C19H17N3/c20-16-7-1-13(2-8-16)19(14-3-9-17(21)10-4-14)15-5-11-18(22)12-6-15/h1-12,20H,21-22H2",22.0,24.0,0.0,12.0,12.0,-0.806599974632263,2.0,3.22000002861023,4.1710000038147,0.0,0.650603532791138,43.4127006530762,0.0,,39.0
"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",18.0,25.0,4.0,12.0,12.0,-1.68340003490448,5.0,3.10999989509583,5.66400003433228,1.0,2.83383560180664,34.6782989501953,4.0,0.0,43.0
"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",8.0,25.0,12.0,6.0,6.0,-1.3944000005722,13.0,3.0,3.76500010490417,1.0,1.94435131549835,66.0001983642578,4.0,0.0,54.0
"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",9.0,27.0,0.0,18.0,18.0,-1.29659998416901,2.0,3.22000002861023,4.90999984741211,0.0,1.68117153644562,13.7238998413086,0.0,2.0,38.0
"InChI=1S/C20H16/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-12H,1-2H3",18.0,23.0,0.0,18.0,21.0,1.28400003910065,0.0,3.66000008583069,10.3360004425049,1.0,1.64865601062775,11.0041999816895,0.0,0.0,36.0
"InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)",13.0,30.0,8.0,12.0,12.0,-0.159899994730949,5.0,2.77999997138977,4.59299993515015,1.0,0.0255680102854967,52.5177993774414,3.0,3.0,46.0
"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,16-18,22H,4-12H2,2H3",2.0,25.0,2.0,0.0,0.0,1.00919997692108,0.0,3.44000005722046,2.48000001907349,0.0,1.01848459243774,85.42919921875,2.0,1.0,48.0
"InChI=1S/C20H28O6/c1-9-5-13-18(24,15(9)22)7-11(8-21)6-12-14-17(3,4)20(14,26)16(23)10(2)19(12,13)25/h5-6,10,12-14,16,21,23-26H,7-8H2,1-4H3",4.0,29.0,2.0,0.0,0.0,-1.10309994220734,1.0,3.0,-1.05200004577637,0.0,1.21682965755463,94.7273025512695,0.0,5.0,54.0
"InChI=1S/C20H38N6O4/c1-12(2)9-16(24-14(5)28)19(30)26-17(10-13(3)4)18(29)25-15(11-27)7-6-8-23-20(21)22/h11-13,15-17H,6-10H2,1-5H3,(H,24,28)(H,25,29)(H,26,30)(H4,21,22,23)",4.0,29.0,30.0,0.0,0.0,-0.275499999523163,15.0,2.55999994277954,2.73799991607666,2.0,0.0759002491831779,106.290199279785,5.0,6.0,68.0
"InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,13,17-20H,5-12H2,2-3H3",4.0,28.0,4.0,0.0,0.0,1.32949995994568,2.0,3.54999995231628,3.98399996757507,0.0,1.76757025718689,93.5656967163086,2.0,0.0,53.0
"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3",3.0,25.0,26.0,0.0,0.0,-2.28920006752014,19.0,3.44000005722046,7.35599994659424,2.0,5.24043655395508,92.5029983520508,7.0,0.0,68.0
"InChI=1S/C23H36N2O2/c1-21(2,3)25-20(27)17-8-7-15-14-6-9-18-23(5,13-11-19(26)24-18)16(14)10-12-22(15,17)4/h11,13-18H,6-10,12H2,1-5H3,(H,24,26)(H,25,27)",5.0,30.0,7.0,0.0,0.0,1.89079999923706,2.0,3.54999995231628,5.31099987030029,1.0,3.57512474060059,105.400901794434,0.0,2.0,63.0
"InChI=1S/C24H29ClO4/c1-12(26)24(29-13(2)27)8-6-16-14-10-20(25)19-11-21(28)15-9-18(15)23(19,4)17(14)5-7-22(16,24)3/h10-11,14-18H,5-9H2,1-4H3",6.0,33.0,4.0,0.0,0.0,1.27230000495911,3.0,3.54999995231628,3.28200006484985,0.0,1.61874723434448,111.438301086426,2.0,0.0,58.0
"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)30-16(10-32)22(36)29-15(12-6-4-3-5-7-12)8-18(34)27-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-14/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,36)(H,30,35)",6.0,40.0,2.0,6.0,6.0,-1.45200002193451,4.0,2.55999994277954,1.83000004291534,2.0,2.10830402374268,108.595100402832,0.0,6.0,69.0
"InChI=1S/C24H34O9/c1-12(2)7-18(27)32-16-9-23(10-29-14(4)25)17(8-13(16)3)33-21-19(28)20(31-15(5)26)22(23,6)24(21)11-30-24/h8,12,16-17,19-21,28H,7,9-11H2,1-6H3",3.0,36.0,7.0,0.0,0.0,-0.0489999987185001,9.0,3.10999989509583,1.69200003147125,0.0,0.00240099988877773,113.26969909668,4.0,1.0,67.0
"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3",4.0,31.0,7.0,0.0,0.0,-0.099200002849102,7.0,3.54999995231628,4.57399988174438,0.0,0.00984064023941755,105.645500183105,4.0,1.0,65.0
