InChI,XLogP,ALogp2,nAtomP,ALogP,nB,AMR,nAtom,MLogP,nRotB
"InChI=1S/C14H7Br2NO2/c15-8-5-9(16)12(17)11-10(8)13(18)6-3-1-2-4-7(6)14(11)19/h1-5H,17H2",3.49000000953674,0.250100016593933,17.0,0.500100016593933,21.0,32.1123008728027,26.0,2.45000004768372,0.0
"InChI=1S/C14H8O3/c15-11-7-3-6-10-12(11)14(17)9-5-2-1-4-8(9)13(10)16/h1-7,15H",2.68899989128113,0.975946426391602,17.0,-0.987900018692017,19.0,13.2566003799438,25.0,2.67000007629395,0.0
"InChI=1S/C14H8O4/c15-9-5-1-3-7-11(9)14(18)12-8(13(7)17)4-2-6-10(12)16/h1-6,15-16H",1.30400002002716,2.09728312492371,18.0,-1.4481999874115,20.0,15.8212003707886,26.0,2.55999994277954,0.0
"InChI=1S/C14H8O5/c15-8-5-9(16)14(19)11-10(8)12(17)6-3-1-2-4-7(6)13(11)18/h1-5,15-16,19H",1.19200003147125,3.64237213134766,19.0,-1.90849995613098,21.0,18.385799407959,27.0,2.45000004768372,0.0
"InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",7.01999998092651,9.87530612945557,6.0,3.14249992370605,20.0,35.7430992126465,28.0,2.45000004768372,3.0
"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",2.62199997901917,1.63200628757477,17.0,-1.2775000333786,19.0,14.9140996932983,26.0,2.67000007629395,0.0
"InChI=1S/C15H10F3NO/c16-15(17,18)14(20)19-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7H2,(H,19,20)",5.91900014877319,0.845480263233185,15.0,0.91949999332428,22.0,18.4771003723145,30.0,2.55999994277954,3.0
"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",0.0280000008642673,8.56674385070801,11.0,-2.92689990997314,24.0,26.5088005065918,34.0,2.33999991416931,1.0
"InChI=1S/C15H11NO2/c1-8-6-7-11-12(13(8)16)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,16H2,1H3",2.73399996757507,0.403860241174698,17.0,-0.635500013828278,20.0,20.4162006378174,29.0,2.77999997138977,0.0
"InChI=1S/C15H11NO2/c1-9(17)16-10-6-7-12-11-4-2-3-5-13(11)15(18)14(12)8-10/h2-8H,1H3,(H,16,17)",4.04500007629395,0.112560249865055,17.0,-0.335500001907349,20.0,19.2467994689941,29.0,2.77999997138977,1.0
"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",5.80700016021729,0.147840246558189,15.0,0.384499996900558,19.0,18.5018005371094,30.0,2.89000010490417,1.0
"InChI=1S/C15H13NO2/c1-10(17)16(18)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,18H,8H2,1H3",4.67600011825562,0.395640999078751,16.0,-0.629000008106232,20.0,20.0314998626709,31.0,2.77999997138977,2.0
"InChI=1S/C15H15N3O2/c1-10-3-8-15(20)14(9-10)18-17-13-6-4-12(5-7-13)16-11(2)19/h3-9,17H,1-2H3,(H,16,19)",3.38599991798401,0.0943104103207588,18.0,0.307099997997284,21.0,53.9188995361328,35.0,2.55999994277954,3.0
"InChI=1S/C15H17N3/c1-12-5-4-6-14(11-12)17-16-13-7-9-15(10-8-13)18(2)3/h4-11H,1-3H3",5.81099987030029,0.739256024360657,15.0,0.859799981117249,19.0,19.7935009002686,35.0,2.77999997138977,3.0
"InChI=1S/C15H17N5O/c1-2-21-9-8-12-13(11-6-4-3-5-7-11)19-15(16)20-14(12)17-10-18-20/h3-7,10H,2,8-9H2,1H3,(H2,16,19)",3.8050000667572,0.816854417324066,6.0,-0.903800010681152,23.0,36.6338005065918,40.0,2.45000004768372,5.0
"InChI=1S/C15H18N2/c1-10-7-12(3-5-14(10)16)9-13-4-6-15(17)11(2)8-13/h3-8H,9,16-17H2,1-2H3",3.91499996185303,0.0577921606600285,7.0,0.24040000140667,18.0,24.0494003295898,35.0,2.89000010490417,2.0
"InChI=1S/C15H18N4O/c1-3-18(4-2)15-7-5-13(6-8-15)16-17-14-9-11-19(20)12-10-14/h5-12H,3-4H2,1-2H3",3.86500000953674,0.483442097902298,16.0,0.695299983024597,21.0,24.3218994140625,38.0,2.55999994277954,5.0
"InChI=1S/C15H18N4O5/c1-5-9(16)12(21)8-6(4-24-14(17)22)15(23-2)13-7(18-13)3-19(15)10(8)11(5)20/h6-7,13,18H,3-4,16H2,1-2H3,(H2,17,22)",-0.252000004053116,1.79077923297882,10.0,-1.33819997310638,27.0,81.9337005615234,42.0,2.11999988555908,4.0
"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",3.74799990653992,2.52905416488647,7.0,1.59029996395111,18.0,45.9565010070801,40.0,2.77999997138977,6.0
"InChI=1S/C15H23ClO4S/c1-12(20-21(17)19-10-9-16)11-18-14-7-5-13(6-8-14)15(2,3)4/h5-8,12H,9-11H2,1-4H3",3.91400003433228,2.97804045677185,7.0,1.7257000207901,21.0,61.6603012084961,44.0,2.45000004768372,9.0
"InChI=1S/C15H32N2O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(2)16-18/h3-15H2,1-2H3",6.7649998664856,11.5913009643555,3.0,-3.40459990501404,17.0,59.9039001464844,50.0,2.77999997138977,14.0
"InChI=1S/C15H9NO4/c1-8-6-7-11-12(13(8)16(19)20)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,1H3",3.65100002288818,0.00459684012457728,19.0,0.0678000003099442,22.0,19.0799007415771,29.0,2.55999994277954,1.0
"InChI=1S/C16H12ClNO2/c1-2-16(20-15(18)19,12-6-4-3-5-7-12)13-8-10-14(17)11-9-13/h1,3-11H,(H2,18,19)",5.83400011062622,2.86794233322144,6.0,1.69350004196167,21.0,25.5104999542236,32.0,2.77999997138977,4.0
"InChI=1S/C16H12N2O/c19-15-11-10-12-6-4-5-9-14(12)16(15)18-17-13-7-2-1-3-8-13/h1-11,17H",6.06400012969971,0.183783695101738,19.0,-0.428700000047684,21.0,25.4925994873047,31.0,2.89000010490417,2.0
"InChI=1S/C16H12N2O4/c1-21-15-7-11(3-5-13(15)17-9-19)12-4-6-14(18-10-20)16(8-12)22-2/h3-8H,1-2H3",6.3899998664856,1.8856782913208,20.0,-1.37320005893707,23.0,29.5146007537842,34.0,2.55999994277954,5.0
"InChI=1S/C16H14N4O3S/c21-20(22)14-6-5-13(24-14)15-17-12-4-2-1-3-11(12)16(18-15)19-7-9-23-10-8-19/h1-6H,7-10H2",3.39000010490417,0.202050253748894,19.0,0.449499994516373,27.0,34.0452003479004,38.0,2.33999991416931,3.0
"InChI=1S/C16H14O6/c17-10-2-1-8-13-9-4-12(19)11(18)3-7(9)5-16(13,21)6-22-15(8)14(10)20/h1-4,13,17-21H,5-6H2",0.503000020980835,5.80424451828003,9.0,-2.40919995307922,25.0,29.9361991882324,36.0,2.55999994277954,0.0
"InChI=1S/C16H15NO2/c17-15-11-5-4-10-14(15)16(18)19-12-6-9-13-7-2-1-3-8-13/h1-11H,12,17H2",6.27099990844727,0.130754560232162,10.0,-0.361600011587143,20.0,25.5445995330811,34.0,2.89000010490417,5.0
"InChI=1S/C16H16N2O4S/c1-11(19)17-13-3-7-15(8-4-13)23(21,22)16-9-5-14(6-10-16)18-12(2)20/h3-10H,1-2H3,(H,17,19)(H,18,20)",2.95900011062622,0.32330596446991,21.0,-0.568599998950958,24.0,36.4431991577148,39.0,2.45000004768372,4.0
"InChI=1S/C16H16N4O4S/c21-9-7-19(8-10-22)16-11-3-1-2-4-12(11)17-15(18-16)13-5-6-14(25-13)20(23)24/h1-6,21-22H,7-10H2",2.37199997901917,0.100488997995853,19.0,-0.31700000166893,27.0,37.5553016662598,41.0,2.23000001907349,7.0
"InChI=1S/C16H17NO2/c1-18-15-9-10-16(19-2)13(11-15)6-3-12-4-7-14(17)8-5-12/h3-11H,17H2,1-2H3",4.19600009918213,0.148764491081238,17.0,-0.385699987411499,20.0,29.1723003387451,36.0,2.89000010490417,4.0
"InChI=1S/C16H19ClN4O2S/c1-10-4-3-5-12(11(10)2)19-14-8-13(17)20-16(21-14)24-9-15(23)18-6-7-22/h3-5,8,22H,6-7,9H2,1-2H3,(H,18,23)(H,19,20,21)",2.47300004959106,2.10830402374268,9.0,1.45200002193451,25.0,72.8536987304688,47.0,2.33999991416931,6.0
"InChI=1S/C16H23NO6/c1-9-13(18)23-11-5-7-17-6-4-10(12(11)17)8-22-14(19)16(3,21)15(9,2)20/h4,9,11-12,20-21H,5-8H2,1-3H3",0.0179999992251396,0.321942746639252,3.0,-0.567399978637695,25.0,78.9782028198242,46.0,2.45000004768372,0.0
"InChI=1S/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3",0.700999975204468,0.68989634513855,11.0,-0.830600023269653,27.0,53.9277992248535,37.0,2.67000007629395,1.0
"InChI=1S/C17H13N3O3/c1-11-6-8-14(15(10-11)20(22)23)18-19-17-13-5-3-2-4-12(13)7-9-16(17)21/h2-10,18H,1H3",6.9210000038147,0.0277888905256987,22.0,0.166700005531311,25.0,33.880500793457,36.0,2.67000007629395,3.0
"InChI=1S/C17H14O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8-9,17-18H,2-3H2,1H3",1.0,1.96084010601044,11.0,-1.40030002593994,27.0,52.9067001342773,39.0,2.67000007629395,1.0
"InChI=1S/C17H15NO2/c1-11(19)18(12(2)20)17-9-5-8-15-14-7-4-3-6-13(14)10-16(15)17/h3-9H,10H2,1-2H3",5.60099983215332,0.0796932876110077,17.0,-0.282299995422363,22.0,27.832799911499,35.0,3.0,3.0
"InChI=1S/C17H17ClO3/c1-17(2,16(19)20-3)21-15-10-6-13(7-11-15)12-4-8-14(18)9-5-12/h4-11H,1-3H3",5.1729998588562,1.42922019958496,13.0,1.19550001621246,22.0,32.9911003112793,38.0,2.89000010490417,5.0
"InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",1.09800004959106,0.449972629547119,9.0,0.670799970626831,26.0,39.5131988525391,42.0,2.55999994277954,5.0
"InChI=1S/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",3.60899996757507,0.0295152403414249,16.0,0.171800002455711,21.0,33.9287986755371,40.0,3.0,4.0
"InChI=1S/C17H21N3/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4/h5-12,18H,1-4H3",4.0149998664856,0.108900003135204,16.0,0.330000013113022,21.0,35.1859016418457,41.0,3.0,4.0
"InChI=1S/C17H22N2/c1-18(2)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(3)4/h5-12H,13H2,1-4H3",4.94899988174438,0.795307219028473,7.0,0.891799986362457,20.0,33.1837997436523,41.0,3.10999989509583,4.0
"InChI=1S/C17H22N2O/c1-17(20-14-13-19(2)3,15-9-5-4-6-10-15)16-11-7-8-12-18-16/h4-12H,13-14H2,1-3H3",4.49900007247925,0.0583222508430481,6.0,0.241500005125999,21.0,33.3703994750977,42.0,3.0,6.0
"InChI=1S/C17H23N3O/c1-19(2)12-13-20(17-6-4-5-11-18-17)14-15-7-9-16(21-3)10-8-15/h4-11H,12-14H2,1-3H3",3.18300008773804,0.0457959994673729,7.0,0.214000001549721,22.0,38.6417999267578,44.0,2.89000010490417,7.0
"InChI=1S/C18H12O6/c1-21-11-7-12-13(8-5-6-22-18(8)24-12)17-15(11)16(20)14-9(19)3-2-4-10(14)23-17/h2-8,18-19H,1H3",1.72200000286102,2.14710402488708,18.0,-1.46529996395111,28.0,35.6242980957031,36.0,2.77999997138977,1.0
"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,20H,(H,19,22)(H,24,25)",3.03299999237061,2.39073443412781,28.0,-1.54620003700256,30.0,52.8017997741699,42.0,2.33999991416931,6.0
"InChI=1S/C18H14N4O7S/c23-21(24)14-7-9-15(17(11-14)22(25)26)20-13-6-8-16(18(10-13)30(27,28)29)19-12-4-2-1-3-5-12/h1-11,19-20H,(H,27,28,29)",6.52899980545044,2.17710018157959,30.0,-1.47549998760223,32.0,23.2910003662109,44.0,2.11999988555908,7.0
"InChI=1S/C18H15N3O/c1-21(20-22)16-10-7-14(8-11-16)6-9-15-12-13-19-18-5-3-2-4-17(15)18/h2-13H,1H3",5.81799983978271,0.208209693431854,21.0,0.456299990415573,24.0,24.672399520874,37.0,3.0,4.0
"InChI=1S/C18H16N2O7S2/c1-10-3-6-15(11(2)7-10)19-20-17-14-9-13(28(22,23)24)5-4-12(14)8-16(18(17)21)29(25,26)27/h3-9,19H,1-2H3,(H,22,23,24)(H,25,26,27)",2.6340000629425,0.322396844625473,27.0,-0.567799985408783,31.0,57.7383995056152,45.0,2.23000001907349,4.0
"InChI=1S/C18H16N2O7S2/c1-10-7-11(2)16(28(22,23)24)8-14(10)19-20-15-9-17(29(25,26)27)12-5-3-4-6-13(12)18(15)21/h3-9,19H,1-2H3,(H,22,23,24)(H,25,26,27)",2.30399990081787,0.454950243234634,27.0,-0.674499988555908,31.0,57.6632995605469,45.0,2.23000001907349,4.0
"InChI=1S/C18H18Cl2N2O3/c1-24-15-7-6-11(8-16(15)25-12-4-2-3-5-12)18(23)22-17-13(19)9-21-10-14(17)20/h6-10,12H,2-5H2,1H3,(H,21,22,23)",2.60500001907349,2.26924085617065,12.0,-1.50639998912811,27.0,65.9250030517578,47.0,2.67000007629395,5.0
"InChI=1S/C18H20O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,19-20H,3-4H2,1-2H3",5.66200017929077,0.0529920384287834,16.0,-0.230199992656708,21.0,33.7085990905762,40.0,3.22000002861023,4.0
"InChI=1S/C18H22ClNO/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17/h2-11,16H,12-15H2,1H3",6.54899978637695,0.423410475254059,7.0,0.650699973106384,22.0,38.2780990600586,43.0,3.10999989509583,8.0
"InChI=1S/C18H23NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3",0.137999996542931,0.0552720092236996,5.0,0.235100001096725,27.0,88.9273986816406,48.0,2.67000007629395,1.0
"InChI=1S/C18H25NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,11,14-15,20,23H,5-10H2,1-2H3",0.5,0.0775065571069717,5.0,-0.278400003910065,27.0,88.6892013549805,50.0,2.67000007629395,1.0
"InChI=1S/C18H25NO7/c1-3-12-8-11(2)18(23,10-20)17(22)25-9-13-4-6-19(24)7-5-14(15(13)19)26-16(12)21/h3-4,11,14-15,20,23H,5-10H2,1-2H3",-1.13999998569489,0.766325175762177,5.0,-0.875400006771088,28.0,86.7670974731445,51.0,2.55999994277954,1.0
"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",3.75799989700317,0.0853808373212814,18.0,0.292199999094009,27.0,37.8739013671875,41.0,2.89000010490417,5.0
"InChI=1S/C19H17N3/c20-16-7-1-13(2-8-16)19(14-3-9-17(21)10-4-14)15-5-11-18(22)12-6-15/h1-12,20H,21-22H2",4.1710000038147,0.650603532791138,22.0,-0.806599974632263,24.0,43.4127006530762,39.0,3.22000002861023,2.0
"InChI=1S/C19H18N2O7S2/c1-10-6-12(3)16(7-11(10)2)20-21-18-15-5-4-14(29(23,24)25)8-13(15)9-17(19(18)22)30(26,27)28/h4-9,22H,1-3H3,(H,23,24,25)(H,26,27,28)",4.44099998474121,0.146459296345711,27.0,0.382699996232986,32.0,40.9096984863281,48.0,2.33999991416931,4.0
"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",5.66400003433228,2.83383560180664,18.0,-1.68340003490448,25.0,34.6782989501953,43.0,3.10999989509583,5.0
"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",6.59200000762939,0.467445701360703,12.0,-0.683700025081635,24.0,33.7296981811523,43.0,3.10999989509583,9.0
"InChI=1S/C19H27NO6/c1-5-13-10-12(2)19(3,24)18(23)25-11-14-6-8-20(4)9-7-15(16(14)21)26-17(13)22/h5-6,12,15,24H,7-11H2,1-4H3",1.02699995040894,0.153663992881775,5.0,0.391999989748001,27.0,94.714599609375,53.0,2.77999997138977,0.0
"InChI=1S/C19H27NO7/c1-11-9-19(12(2)27-19)17(23)26-14-6-8-20(4)7-5-13(15(14)21)10-25-16(22)18(11,3)24/h5,11-12,14,24H,6-10H2,1-4H3",0.0799999982118607,1.03347551822662,4.0,-1.01660001277924,29.0,93.2130966186523,54.0,2.67000007629395,0.0
"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3",3.03500008583069,0.0306250005960464,2.0,0.174999997019768,24.0,82.4268035888672,49.0,3.32999992370605,0.0
"InChI=1S/C19H29N5O2/c1-23-19(21-18(15-25)22-23)20-9-6-12-26-17-8-5-7-16(13-17)14-24-10-3-2-4-11-24/h5,7-8,13,25H,2-4,6,9-12,14-15H2,1H3,(H,20,21,22)",2.18799996376038,6.56999444961548,7.0,-2.56319999694824,28.0,70.1884002685547,57.0,2.77999997138977,8.0
"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",3.76500010490417,1.94435131549835,8.0,-1.3944000005722,25.0,66.0001983642578,54.0,3.0,13.0
"InChI=1S/C20H14N2O10S3/c23-16-7-5-11-9-12(33(24,25)26)10-18(35(30,31)32)19(11)20(16)22-21-15-6-8-17(34(27,28)29)14-4-2-1-3-13(14)15/h1-10,21H,(H,24,25,26)(H,27,28,29)(H,30,31,32)",1.3309999704361,4.21563005447388,35.0,-2.05320000648499,38.0,58.2508010864258,49.0,2.00999999046326,5.0
"InChI=1S/C20H14N2O10S3/c23-20-18(35(30,31)32)10-11-9-12(33(24,25)26)5-6-13(11)19(20)22-21-16-7-8-17(34(27,28)29)15-4-2-1-3-14(15)16/h1-10,21H,(H,24,25,26)(H,27,28,29)(H,30,31,32)",1.66100001335144,5.7278847694397,35.0,-2.39330005645752,38.0,57.6535987854004,49.0,2.00999999046326,5.0
"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",4.90999984741211,1.68117153644562,9.0,-1.29659998416901,27.0,13.7238998413086,38.0,3.22000002861023,2.0
"InChI=1S/C20H16O8/c1-23-10-7-11-13(8-4-5-26-20(8)27-11)18-15(10)16(22)14-9(21)6-12(24-2)17(25-3)19(14)28-18/h4-8,20-21H,1-3H3",0.833999991416931,2.46144723892212,20.0,-1.56889998912811,32.0,50.2559013366699,44.0,2.77999997138977,3.0
"InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)",4.59299993515015,0.0255680102854967,13.0,-0.159899994730949,30.0,52.5177993774414,46.0,2.77999997138977,5.0
"InChI=1S/C20H19NO3/c1-20(2)10-9-13-15(24-20)11-16(23-4)17-18(13)21(3)14-8-6-5-7-12(14)19(17)22/h5-11H,1-4H3",3.75,0.500839293003082,19.0,0.70770001411438,27.0,46.9622001647949,43.0,3.22000002861023,1.0
"InChI=1S/C20H22O3/c1-20(2,19(21)22)23-16-12-10-15(11-13-16)18-9-5-7-14-6-3-4-8-17(14)18/h3-4,6,8,10-13,18H,5,7,9H2,1-2H3,(H,21,22)",7.44000005722046,0.0098604904487729,7.0,0.0992999970912933,25.0,38.6148986816406,45.0,3.32999992370605,4.0
"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3",4.66699981689453,0.364936798810959,7.0,0.604099988937378,25.0,60.8055992126465,46.0,3.44000005722046,0.0
"InChI=1S/C20H31NO6/c1-6-13(4)18(23)27-16-8-10-21-9-7-15(17(16)21)11-26-19(24)20(25,12(2)3)14(5)22/h6-7,12,14,16-17,22,25H,8-11H2,1-5H3",0.90499997138977,0.222029432654381,5.0,0.471199989318848,28.0,99.7536010742188,58.0,2.89000010490417,9.0
"InChI=1S/C21H16/c1-13-6-7-15-12-20-17-5-3-2-4-14(17)8-9-18(20)19-11-10-16(13)21(15)19/h2-9,12H,10-11H2,1H3",10.3190002441406,0.58798223733902,18.0,0.766799986362457,25.0,15.2328996658325,37.0,3.76999998092651,0.0
"InChI=1S/C21H27N5O2S/c1-14-4-5-15(11-24-14)10-16-12-25-20(26-19(16)27)23-8-9-29-13-17-6-7-18(28-17)21(2,3)22/h4-7,11-12H,8-10,13,22H2,1-3H3,(H2,23,25,26,27)",3.33100008964539,0.0576480105519295,6.0,-0.240099996328354,31.0,76.2964019775391,60.0,2.89000010490417,8.0
"InChI=1S/C21H27NO7/c1-6-15-11-13(2)21(4,29-14(3)23)20(26)27-12-16-7-9-22(5)10-8-17(18(16)24)28-19(15)25/h6-7,11,13,17H,1,8-10,12H2,2-5H3",1.22800004482269,0.515380382537842,7.0,0.717899978160858,30.0,103.52619934082,56.0,2.89000010490417,3.0
"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3",1.02100002765656,0.735649287700653,6.0,-0.857699990272522,29.0,97.1956024169922,54.0,3.22000002861023,2.0
"InChI=1S/C21H30O3/c1-13(22)24-15-8-10-20(2)14(12-15)4-5-16-17-6-7-19(23)21(17,3)11-9-18(16)20/h4,15-18H,5-12H2,1-3H3",3.77500009536743,0.3070268034935,3.0,0.554099977016449,27.0,91.5783004760742,54.0,3.44000005722046,2.0
"InChI=1S/C21H32O3/c1-19-11-13(12-22)18(23)10-14(19)4-5-15-16(19)6-8-20(2)17(15)7-9-21(20,3)24/h12,14-17,22,24H,4-11H2,1-3H3",5.11899995803833,0.578208148479462,5.0,0.760399997234344,27.0,91.8352966308594,56.0,3.44000005722046,0.0
"InChI=1S/C21H33NO7/c1-7-13(2)18(23)29-16-9-11-22-10-8-15(17(16)22)12-28-19(24)21(26,14(3)27-6)20(4,5)25/h7-8,14,16-17,25-26H,9-12H2,1-6H3",0.513999998569489,0.19412836432457,5.0,0.440600007772446,30.0,106.569602966309,62.0,2.89000010490417,10.0
"InChI=1S/C22H28O3/c1-4-22(25-14(2)23)12-10-20-19-7-5-15-13-16(24)6-8-17(15)18(19)9-11-21(20,22)3/h1,13,17-20H,5-12H2,2-3H3",3.98399996757507,1.76757025718689,4.0,1.32949995994568,28.0,93.5656967163086,53.0,3.54999995231628,2.0
"InChI=1S/C22H32O2/c1-17(9-7-10-18(2)14-16-24-20(4)23)12-13-21-19(3)11-8-15-22(21,5)6/h7,9-10,12-14H,8,11,15-16H2,1-6H3",6.89799976348877,17.3388957977295,10.0,4.16400003433228,24.0,105.91429901123,56.0,3.66000008583069,7.0
"InChI=1S/C23H31NO2/c1-6-22(26-19(3)25)23(17-18(2)24(4)5,20-13-9-7-10-14-20)21-15-11-8-12-16-21/h7-16,18,22H,6,17H2,1-5H3",8.5939998626709,0.208848997950554,6.0,-0.456999987363815,27.0,54.9981994628906,57.0,3.66000008583069,9.0
