InChI,XLogP,ALogp2,nAtomP,ALogP,nB,AMR,nAtom,MLogP,nRotB
"InChI=1S/C24H26FNO4/c1-15(2)26-21-6-4-3-5-20(21)24(16-7-9-17(25)10-8-16)22(26)12-11-18(27)13-19(28)14-23(29)30/h3-12,15,18-19,27-28H,13-14H2,1-2H3,(H,29,30)",4.95800018310547,0.251502245664597,17.0,-0.501500010490417,32.0,55.8894996643066,56.0,3.44000005722046,8.0
"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",9.04199981689453,3.17837572097778,12.0,-1.78279995918274,28.0,77.5813980102539,66.0,3.66000008583069,16.0
"InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3",10.7559995651245,0.221276164054871,21.0,0.470400005578995,30.0,43.5638008117676,57.0,4.09999990463257,8.0
"InChI=1S/C26H36O6/c1-4-5-6-22-31-21-12-18-17-8-7-15-11-16(28)9-10-24(15,2)23(17)19(29)13-25(18,3)26(21,32-22)20(30)14-27/h9-11,17-19,21-23,27,29H,4-8,12-14H2,1-3H3",2.48300004005432,2.86320233345032,6.0,-1.69210004806519,36.0,114.62629699707,68.0,3.66000008583069,5.0
"InChI=1S/C27H50O6/c1-4-7-10-13-16-19-25(28)31-22-24(33-27(30)21-18-15-12-9-6-3)23-32-26(29)20-17-14-11-8-5-2/h24H,4-23H2,1-3H3",9.63399982452393,19.0287895202637,3.0,-4.3621997833252,32.0,106.715103149414,83.0,3.76999998092651,26.0
"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",3.88199996948242,11.4000768661499,0.0,3.37639999389648,7.0,41.8779983520508,8.0,1.01999998092651,1.0
"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",0.570999979972839,0.931611061096191,3.0,0.965200006961823,5.0,22.619499206543,8.0,1.24000000953674,1.0
"InChI=1S/C2H2ClF3/c3-1-2(4,5)6/h1H2",2.40000009536743,3.43731594085693,0.0,1.85399997234344,5.0,16.7623996734619,8.0,1.24000000953674,1.0
"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",2.26300001144409,2.52619242668152,0.0,1.58940005302429,5.0,12.0193004608154,8.0,1.24000000953674,1.0
"InChI=1S/C2H3Br/c1-2-3/h2H,1H2",1.72500002384186,1.17939603328705,2.0,1.08599996566772,2.0,17.5953998565674,6.0,1.57000005245209,0.0
"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",1.54900002479553,1.00400400161743,2.0,1.00199997425079,2.0,14.7774000167847,6.0,1.57000005245209,0.0
"InChI=1S/C2H3Cl2F/c1-2(3,4)5/h1H3",2.33200001716614,3.35842275619507,0.0,1.83259999752045,4.0,21.3824996948242,8.0,1.35000002384186,0.0
"InChI=1S/C2H3F/c1-2-3/h2H,1H2",1.08800005912781,0.294957607984543,2.0,0.543099999427795,2.0,10.1890001296997,6.0,1.57000005245209,0.0
"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)",0.347000002861023,0.782163381576538,5.0,-0.884400010108948,6.0,18.7336006164551,12.0,1.24000000953674,0.0
"InChI=1S/C2H4O/c1-2-3/h2H,1H3",0.333999991416931,0.033306248486042,1.0,-0.182500004768372,2.0,11.7182998657227,7.0,1.57000005245209,0.0
"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3",1.73599994182587,1.54132223129272,0.0,1.24150002002716,2.0,18.589599609375,8.0,1.57000005245209,0.0
"InChI=1S/C2H5ClO/c1-4-2-3/h2H2,1H3",0.426999986171722,0.237558767199516,0.0,0.487399995326996,3.0,17.6518993377686,9.0,1.46000003814697,1.0
"InChI=1S/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)",-0.149000003933907,0.180880084633827,6.0,0.425300002098083,6.0,22.8313007354736,12.0,1.12999999523163,2.0
"InChI=1S/C2H5N5O3/c1-6(5-8)2(3)4-7(9)10/h1H3,(H2,3,4)",0.47299998998642,0.00026569000328891,9.0,-0.0163000002503395,9.0,25.9393005371094,15.0,0.800000011920929,4.0
"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",0.32600000500679,0.00514088990166783,3.0,-0.0716999992728233,3.0,13.9007997512817,9.0,1.46000003814697,0.0
"InChI=1S/C2H5NO2/c1-5-2(3)4/h1H3,(H2,3,4)",0.497000008821487,0.326612263917923,4.0,0.57150000333786,4.0,15.5243997573853,10.0,1.35000002384186,1.0
"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",-3.34999990463257,1.41967225074768,3.0,-1.19149994850159,4.0,16.0034008026123,10.0,1.35000002384186,1.0
"InChI=1S/C2H5NS/c1-2(3)4/h1H3,(H2,3,4)",0.742999970912933,0.30869135260582,2.0,0.555599987506866,3.0,20.3145999908447,9.0,1.46000003814697,0.0
"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",-0.0759999975562096,0.0115777598693967,0.0,-0.107600003480911,2.0,12.555100440979,9.0,1.57000005245209,0.0
"InChI=1S/C2HCl2F3/c3-1(4)2(5,6)7/h1H",2.81800007820129,5.27942514419556,0.0,2.29769992828369,6.0,21.816499710083,8.0,1.12999999523163,1.0
"InChI=1S/C32H24N6O14S4/c33-23-13-21(53(41,42)43)9-17-11-25(55(47,48)49)29(31(39)27(17)23)37-35-19-5-1-15(2-6-19)16-3-7-20(8-4-16)36-38-30-26(56(50,51)52)12-18-10-22(54(44,45)46)14-24(34)28(18)32(30)40/h1-14,35-36H,33-34H2,(H,41,42,43)(H,44,45,46)(H,47,48,49)(H,50,51,52)",1.50600004196167,27.0753707885742,56.0,-5.20340013504028,61.0,101.91259765625,80.0,2.33999991416931,9.0
"InChI=1S/C32H24N6O16S4/c33-19-11-17(55(43,44)45)5-15-9-25(57(49,50)51)29(31(41)27(15)19)37-35-21-3-1-13(7-23(21)39)14-2-4-22(24(40)8-14)36-38-30-26(58(52,53)54)10-16-6-18(56(46,47)48)12-20(34)28(16)32(30)42/h1-12,35-36,39-40H,33-34H2,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)",0.0160000007599592,37.5033760070801,58.0,-6.12400007247925,63.0,107.041801452637,82.0,2.11999988555908,9.0
"InChI=1S/C32H40BrN5O5/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18/h6,8-9,13,16-18,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39)",3.7590000629425,0.235322013497353,9.0,0.485100001096725,49.0,126.259002685547,82.0,3.76999998092651,5.0
"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3",2.89499998092651,0.196958437561989,12.0,-0.443800002336502,49.0,99.9578018188477,83.0,3.88000011444092,10.0
"InChI=1S/C34H27N9O7S2/c35-22-10-15-27(26(36)18-22)41-38-24-11-6-19(7-12-24)20-8-13-25(14-9-20)40-42-32-28(51(45,46)47)16-21-17-29(52(48,49)50)33(34(44)30(21)31(32)37)43-39-23-4-2-1-3-5-23/h1-18,39H,35-37H2,(H,45,46,47)(H,48,49,50)",7.25899982452393,16.822301864624,52.0,-4.10150003433228,57.0,59.4005012512207,79.0,3.22000002861023,9.0
"InChI=1S/C34H28N6O16S4/c1-55-25-9-15(3-5-23(25)37-39-31-27(59(49,50)51)11-17-7-19(57(43,44)45)13-21(35)29(17)33(31)41)16-4-6-24(26(10-16)56-2)38-40-32-28(60(52,53)54)12-18-8-20(58(46,47)48)14-22(36)30(18)34(32)42/h3-14,37-38H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)",0.195999994874001,28.164249420166,58.0,-5.30700016021729,65.0,116.54419708252,88.0,2.33999991416931,11.0
"InChI=1S/C34H59NO15/c1-5-6-9-20(3)32(50-31(44)17-23(34(47)48)15-29(41)42)27(49-30(43)16-22(33(45)46)14-28(39)40)13-19(2)12-24(36)10-7-8-11-25(37)18-26(38)21(4)35/h19-27,32,36-38H,5-18,35H2,1-4H3,(H,39,40)(H,41,42)(H,45,46)(H,47,48)",1.73099994659424,21.2023410797119,3.0,-4.60459995269775,49.0,161.808502197266,109.0,3.44000005722046,31.0
"InChI=1S/C35H45Cl2NO6/c1-33-14-12-26(39)20-24(33)8-11-27-28-13-15-35(43,34(28,2)21-29(40)32(27)33)30(41)22-44-31(42)5-3-4-23-6-9-25(10-7-23)38(18-16-36)19-17-37/h6-7,9-10,12,14,20,27-29,32,40,43H,3-5,8,11,13,15-19,21-22H2,1-2H3",5.7039999961853,0.754987180233002,7.0,0.868900001049042,48.0,146.226898193359,89.0,4.32000017166138,13.0
"InChI=1S/C37H30N4O10S3/c1-22-4-13-30(14-5-22)54(49,50)51-29-11-9-28(10-12-29)38-39-32-15-6-25(18-23(32)2)26-7-16-33(24(3)19-26)40-41-37-34(42)17-8-27-20-31(52(43,44)45)21-35(36(27)37)53(46,47)48/h4-21,40H,1-3H3,(H,43,44,45)(H,46,47,48)",8.20300006866455,0.000462249998236075,51.0,0.0215000007301569,59.0,73.8294982910156,84.0,3.66000008583069,10.0
"InChI=1S/C37H36N2O6S2/c1-3-38(26-28-10-8-14-35(24-28)46(40,41)42)33-20-16-31(17-21-33)37(30-12-6-5-7-13-30)32-18-22-34(23-19-32)39(4-2)27-29-11-9-15-36(25-29)47(43,44)45/h5-25H,3-4,26-27H2,1-2H3,(H-,40,41,42,43,44,45)/p+1",8.47500038146973,2.80629515647888,21.0,-1.67519998550415,51.0,86.0371017456055,84.0,4.42999982833862,11.0
"InChI=1S/C37H37N2O9S3/c1-3-38(25-27-7-5-9-35(23-27)50(43,44)45)32-17-11-29(12-18-32)37(31-15-21-34(22-16-31)49(40,41)42)30-13-19-33(20-14-30)39(4-2)26-28-8-6-10-36(24-28)51(46,47)48/h5-24H,3-4,25-26H2,1-2H3,(H,40,41,42)(H,43,44,45)(H,46,47,48)",5.90899991989136,0.00851929001510143,23.0,0.092299997806549,55.0,99.8731002807617,89.0,3.99000000953674,13.0
"InChI=1S/C39H41N3O6S2/c1-5-41(27-29-9-7-11-37(25-29)49(43,44)45)35-21-15-32(16-22-35)39(31-13-19-34(20-14-31)40(3)4)33-17-23-36(24-18-33)42(6-2)28-30-10-8-12-38(26-30)50(46,47)48/h7-26H,5-6,27-28H2,1-4H3,(H-,43,44,45,46,47,48)/p+1",7.35099983215332,2.82777857780457,22.0,-1.68159997463226,54.0,100.141700744629,92.0,4.53999996185303,12.0
"InChI=1S/C39H59Cl2NO2/c1-27(2)7-6-8-28(3)34-15-16-35-33-14-11-30-26-32(17-19-38(30,4)36(33)18-20-39(34,35)5)44-37(43)25-29-9-12-31(13-10-29)42(23-21-40)24-22-41/h9-13,27-28,32-36H,6-8,14-26H2,1-5H3",14.4919996261597,12.2990493774414,7.0,3.50699996948242,48.0,156.428894042969,103.0,5.19999980926514,14.0
"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",0.319999992847443,0.403860241174698,4.0,0.635500013828278,3.0,16.2707004547119,7.0,1.67999994754791,0.0
"InChI=1S/C3H3N3O2S/c4-3-5-1-2(9-3)6(7)8/h1H,(H2,4,5)",0.790000021457672,0.0304502490907907,3.0,0.174500003457069,9.0,27.300199508667,14.0,1.12999999523163,1.0
"InChI=1S/C3H3N3O3/c7-2-1-6(5-9)3(8)4-2/h1H2,(H,4,7,8)",-0.976999998092651,0.420552253723145,8.0,-0.648500025272369,9.0,26.4381008148193,12.0,1.12999999523163,1.0
"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2",2.09899997711182,2.30493116378784,2.0,1.51820003986359,4.0,25.2765998840332,9.0,1.57000005245209,1.0
"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",3.0550000667572,6.2235279083252,0.0,2.49469995498657,5.0,35.636100769043,11.0,1.46000003814697,2.0
"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",2.37899994850159,4.8651123046875,0.0,2.2056999206543,5.0,29.6690998077393,11.0,1.46000003814697,2.0
"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2",0.611999988555908,0.316969007253647,0.0,0.563000023365021,5.0,20.056999206543,10.0,1.57000005245209,1.0
"InChI=1S/C3H5N3O/c1-2-6(3-4)5-7/h2H2,1H3",-0.0560000017285347,0.13972644507885,5.0,0.373800009489059,6.0,25.3031997680664,12.0,1.35000002384186,2.0
"InChI=1S/C3H5N3O4/c4-3(9)6(5-10)1-2(7)8/h1H2,(H2,4,9)(H,7,8)",-0.767000019550323,0.0140659604221582,6.0,-0.118600003421307,9.0,28.9158992767334,15.0,1.01999998092651,4.0
"InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2",0.976000010967255,0.00487203989177942,4.0,-0.0697999969124794,14.0,25.5303001403809,20.0,0.469999998807907,8.0
"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",0.617999970912933,0.269568651914597,5.0,0.519200026988983,4.0,18.5485000610352,10.0,1.57000005245209,1.0
"InChI=1S/C3H6FN3O2/c4-1-2-7(6-9)3(5)8/h1-2H2,(H2,5,8)",0.479000002145767,0.682110786437988,6.0,0.82590001821518,8.0,27.4314994812012,15.0,1.12999999523163,4.0
"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",0.122000001370907,0.123763240873814,3.0,0.351799994707108,6.0,26.6289005279541,12.0,1.46000003814697,0.0
"InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)",1.6710000038147,0.0157251600176096,9.0,0.125400006771088,9.0,26.099100112915,15.0,1.12999999523163,0.0
"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3",0.270000010728836,0.0200505591928959,0.0,-0.141599997878075,4.0,15.6279001235962,10.0,1.67999994754791,0.0
"InChI=1S/C3H6O2/c4-1-3-2-5-3/h3-4H,1-2H2",-0.861999988555908,0.411650568246841,0.0,-0.641600012779236,5.0,17.0060005187988,11.0,1.57000005245209,1.0
"InChI=1S/C3H7N3O2/c1-2-6(5-8)3(4)7/h2H2,1H3,(H2,4,7)",0.273999989032745,0.456570476293564,6.0,0.675700008869171,7.0,27.1250991821289,15.0,1.24000000953674,3.0
"InChI=1S/C3H7N3O3/c4-3(8)6(5-9)1-2-7/h7H,1-2H2,(H2,4,8)",-0.857999980449677,0.0130188101902604,6.0,-0.114100001752377,8.0,29.1236000061035,16.0,1.12999999523163,4.0
"InChI=1S/C3H7NO/c1-3(2)4-5/h5H,1-2H3",0.428000003099442,0.0408444106578827,3.0,-0.202099993824959,4.0,19.729700088501,12.0,1.57000005245209,0.0
"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",0.9200000166893,0.675519585609436,4.0,0.821900010108948,5.0,19.8181991577148,13.0,1.46000003814697,2.0
"InChI=1S/C3H8N2O/c1-3-5(2)4-6/h3H2,1-2H3",0.148000001907349,0.116417437791824,3.0,0.341199994087219,5.0,24.3442993164062,14.0,1.46000003814697,2.0
"InChI=1S/C3H8N2O2/c1-5(4-7)2-3-6/h6H,2-3H2,1H3",-0.984000027179718,0.201241955161095,3.0,-0.448599994182587,6.0,26.3428001403809,15.0,1.35000002384186,3.0
"InChI=1S/C3H9O3P/c1-5-7(3,4)6-2/h1-3H3",-0.214000001549721,0.0145443603396416,4.0,-0.120600000023842,6.0,26.142599105835,16.0,1.35000002384186,2.0
"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",0.570999979972839,0.349990546703339,3.0,0.591600000858307,6.0,28.6380996704102,17.0,1.57000005245209,3.0
"InChI=1S/C4H10N2O2/c1-4(7)3-6(2)5-8/h4,7H,3H2,1-2H3",-0.523999989032745,0.210956484079361,3.0,-0.459300011396408,7.0,30.9272003173828,18.0,1.46000003814697,3.0
"InChI=1S/C4H10N2O2/c1-6(5-8)3-2-4-7/h7H,2-4H2,1H3",-0.625999987125397,0.542579531669617,3.0,-0.736599981784821,7.0,29.2544002532959,18.0,1.46000003814697,4.0
"InChI=1S/C4H10N2O3/c1-6(5-9)2-4(8)3-7/h4,7-8H,2-3H2,1H3",-1.65600001811981,0.920256495475769,3.0,-0.959299981594086,8.0,32.3053016662598,19.0,1.35000002384186,4.0
"InChI=1S/C4H10N2O3/c7-3-1-6(5-9)2-4-8/h7-8H,1-4H2",-1.692999958992,0.976144015789032,3.0,-0.987999975681305,8.0,32.6351013183594,19.0,1.35000002384186,5.0
"InChI=1S/C4H10N2S/c1-5-4(7)6(2)3/h1-3H3,(H,5,7)",1.06099998950958,0.273947566747665,3.0,0.523400008678436,6.0,34.2011985778809,17.0,1.57000005245209,1.0
"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",0.800999999046326,0.328672885894775,0.0,0.573300004005432,4.0,22.0650997161865,15.0,1.78999996185303,0.0
"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",-1.39800000190735,1.05740094184875,0.0,-1.02830004692078,6.0,25.5970993041992,17.0,1.57000005245209,4.0
"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",-0.462000012397766,0.847504377365112,8.0,-0.92059999704361,8.0,5.12919998168945,12.0,1.46000003814697,0.0
"InChI=1S/C4H4N2OS/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",0.428999990224838,0.00257048988714814,7.0,0.0507000014185905,8.0,11.256199836731,12.0,1.46000003814697,0.0
"InChI=1S/C4H5Cl/c1-3-4(2)5/h3H,1-2H2",1.68900001049042,3.18158578872681,4.0,1.78369998931885,4.0,25.0105991363525,10.0,1.78999996185303,1.0
"InChI=1S/C4H5N3O3/c8-3-1-2-7(6-10)4(9)5-3/h1-2H2,(H,5,8,9)",-0.819000005722046,0.160240083932877,8.0,-0.400299996137619,10.0,31.1375007629395,15.0,1.24000000953674,1.0
"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",1.72099995613098,0.576384663581848,3.0,0.759199976921082,5.0,30.1049995422363,11.0,1.67999994754791,2.0
"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",1.9559999704361,2.00222492218018,4.0,1.41499996185303,3.0,20.2943992614746,10.0,1.89999997615814,1.0
"InChI=1S/C4H6Cl2/c5-3-1-2-4-6/h1-2H,3-4H2",1.94000005722046,3.91881608963013,2.0,1.97959995269775,5.0,30.9741992950439,12.0,1.67999994754791,2.0
"InChI=1S/C4H6N2/c1-4-5-2-3-6-4/h2-3H,1H3,(H,5,6)",0.535000026226044,0.00263168988749385,0.0,0.0513000003993511,6.0,5.89870023727417,11.0,1.67999994754791,0.0
"InChI=1S/C4H6N2O2/c7-5-6-3-1-2-4-8-6/h1-2H,3-4H2",0.449000000953674,0.0497736111283302,4.0,0.223100006580353,8.0,30.0191993713379,14.0,1.46000003814697,1.0
"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)",0.552999973297119,0.392502248287201,0.0,0.626500010490417,7.0,17.2863006591797,13.0,1.57000005245209,0.0
"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",0.816999971866608,0.369907230138779,4.0,0.608200013637543,4.0,22.2698993682861,11.0,1.78999996185303,1.0
"InChI=1S/C4H6O2/c1-3-2-4(5)6-3/h3H,2H2,1H3",0.321000009775162,0.00306916004046798,3.0,-0.0553999990224838,6.0,20.1375007629395,12.0,1.67999994754791,0.0
"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",0.694000005722046,0.0110880900174379,5.0,0.10530000180006,5.0,21.1049995422363,12.0,1.67999994754791,2.0
"InChI=1S/C4H7Cl/c1-4(2)3-5/h3H,1-2H3",1.71300005912781,3.42509055137634,2.0,1.8507000207901,4.0,24.7329006195068,12.0,1.78999996185303,0.0
"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",1.20700001716614,1.06750226020813,7.0,1.03320002555847,10.0,42.2757987976074,18.0,1.12999999523163,4.0
"InChI=1S/C4H7F3N2O/c1-2-9(8-10)3-4(5,6)7/h2-3H2,1H3",1.57299995422363,1.81872200965881,3.0,1.34860002994537,9.0,29.7943992614746,17.0,1.24000000953674,4.0
"InChI=1S/C4H7N3O2/c1-2-3-7(6-9)4(5)8/h2H,1,3H2,(H2,5,8)",0.465999990701675,1.08597242832184,6.0,1.04209995269775,8.0,31.9939994812012,16.0,1.35000002384186,4.0
"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",1.84800004959106,3.22525691986084,2.0,1.79589998722076,3.0,19.9312992095947,12.0,1.89999997615814,0.0
"InChI=1S/C4H8N2O2/c1-4(7)3-6(2)5-8/h3H2,1-2H3",-0.628000020980835,0.218275845050812,3.0,-0.467200011014938,7.0,29.6861991882324,16.0,1.46000003814697,3.0
"InChI=1S/C4H8N2O2/c7-4-1-2-6(3-4)5-8/h4,7H,1-3H2",-0.569999992847443,0.790854513645172,3.0,-0.889299988746643,8.0,26.9556007385254,16.0,1.46000003814697,1.0
"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",0.628000020980835,0.184556156396866,0.0,-0.42960000038147,5.0,18.5394992828369,13.0,1.78999996185303,1.0
"InChI=1S/C4H9N3O/c8-6-7-3-1-5-2-4-7/h5H,1-4H2",-0.642000019550323,0.237948834896088,3.0,-0.487800002098083,8.0,30.8059005737305,17.0,1.46000003814697,1.0
"InChI=1S/C4H9N3O2/c1-2-3-7(6-9)4(5)8/h2-3H2,1H3,(H2,5,8)",0.632000029087067,0.00958441011607647,6.0,0.097900003194809,8.0,30.6571006774902,18.0,1.35000002384186,4.0
"InChI=1S/C4H9N3O3/c5-4(9)7(6-10)2-1-3-8/h8H,1-3H2,(H2,5,9)",-0.5,0.161684408783913,6.0,-0.402099996805191,9.0,32.0351982116699,19.0,1.24000000953674,5.0
"InChI=1S/C4H9N5O3/c1-2-3-8(7-10)4(5)6-9(11)12/h2-3H2,1H3,(H2,5,6)",1.25399994850159,0.118129692971706,9.0,-0.343699991703033,11.0,33.7650985717773,21.0,1.01999998092651,6.0
"InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3",0.680999994277954,0.0158508103340864,3.0,-0.125900000333786,5.0,24.7532005310059,15.0,1.67999994754791,1.0
"InChI=1S/C4H9NO2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3",1.08500003814697,0.155630245804787,2.0,-0.394499987363815,6.0,20.899299621582,16.0,1.57000005245209,2.0
"InChI=1S/C4H9NO2/c1-4(2)3-7-5-6/h4H,3H2,1-2H3",1.92999994754791,2.14593195915222,3.0,-1.46490001678467,6.0,25.7915000915527,16.0,1.57000005245209,3.0
"InChI=1S/C5H10Br2O2/c6-1-5(2-7,3-8)4-9/h8-9H,1-4H2",1.20200002193451,0.284728974103928,0.0,0.533599972724915,8.0,43.7966995239258,19.0,1.57000005245209,4.0
"InChI=1S/C5H10ClN3O3/c6-1-2-7-5(11)9(8-12)3-4-10/h10H,1-4H2,(H,7,11)",-0.291000008583069,0.184212639927864,6.0,0.429199993610382,11.0,43.9767990112305,22.0,1.24000000953674,6.0
"InChI=1S/C5H10N2O2/c1-2-3-7(6-9)4-5-8/h2,8H,1,3-5H2",-0.368999987840652,0.0282912403345108,3.0,0.168200001120567,8.0,35.505500793457,19.0,1.57000005245209,5.0
"InChI=1S/C5H10N2O3/c1-3-7(6-9)5(8)10-4-2/h3-4H2,1-2H3",0.732999980449677,1.03815722465515,6.0,1.01890003681183,9.0,34.9309005737305,20.0,1.46000003814697,5.0
"InChI=1S/C5H10N2O3/c1-7(6-10)4-2-3-5(8)9/h2-4H2,1H3,(H,8,9)",-0.377000004053116,0.242950409650803,3.0,-0.492900013923645,9.0,33.7461013793945,20.0,1.46000003814697,5.0
"InChI=1S/C5H10N2O3/c8-4-3-6-2-1-5(9)7-10/h6,8H,1-4H2",-1.74500000476837,2.15854859352112,4.0,-1.46920001506805,9.0,33.4347991943359,20.0,1.46000003814697,6.0
